,x_ego,y_ego,yaw_rad_ego,v_mps_ego,acc_mpss_ego,width_ego,length_ego,locationPoint2Head_ego,locationPoint2Rear_ego,x_1,y_1,yaw_rad_1,v_mps_1,acc_mpss_1,width_1,length_1,locationPoint2Head_1,locationPoint2Rear_1,end
3.700000000000002,945.4539442599429,2135.576491568648,1.8488400236648654,7.962844128994255,0.4301717382686963,6.7,13.4,9.8,3.8,885.75948,2055.3652,1.71775,2.13595,0.20811,1.947,5.416,2.708,2.708,-1.0
3.800000000000002,945.3749449104738,2136.1728509652694,1.8488533351483323,7.97224741018379,0.37216441075293694,6.7,13.4,9.8,3.8,885.73226,2055.57809,1.71666,2.14703,0.19997,1.947,5.416,2.708,2.708,-1.0
3.900000000000002,945.2959478420294,2136.7701473627985,1.8487099585186229,7.98055152198375,0.2935218637007568,6.7,13.4,9.8,3.8,885.70245,2055.79292,1.71467,2.16982,0.19437,1.947,5.416,2.708,2.708,-1.0
4.000000000000002,945.2170876358751,2137.368242085623,1.848429564386798,7.986804431843515,0.21601009895816134,6.7,13.4,9.8,3.8,885.67049,2056.00764,1.71493,2.17168,0.1916,1.947,5.416,2.708,2.708,-1.0
4.100000000000001,945.1384994458634,2137.966943178501,1.8480309291154178,7.9906417862014525,0.15214119735808343,6.7,13.4,9.8,3.8,885.63359,2056.22094,1.71249,2.1655,0.18941,1.947,5.416,2.708,2.708,-1.0
4.200000000000001,945.0603154912673,2138.5660264858034,1.8475308484754918,7.992006827864223,0.11042224685097161,6.7,13.4,9.8,3.8,885.60072,2056.43939,1.7109,2.20972,0.18141,1.947,5.416,2.708,2.708,-1.0
4.300000000000001,944.9826482278528,2139.1652968875687,1.8469447356277662,7.9916241942233475,0.09509693556523893,6.7,13.4,9.8,3.8,885.57095,2056.66034,1.70903,2.23034,0.17787,1.947,5.416,2.708,2.708,-1.0
4.4,944.9055735094503,2139.7646508197854,1.846286562150486,7.990581993867649,0.09941893330841403,6.7,13.4,9.8,3.8,885.54467,2056.88345,1.70777,2.24739,0.17066,1.947,5.416,2.708,2.708,-1.0
4.5,944.8291329419951,2140.3640771010173,1.8455682102528608,7.989679393742066,0.11108762824742904,6.7,13.4,9.8,3.8,885.51671,2057.10569,1.70642,2.2408,0.16736,1.947,5.416,2.708,2.708,-1.0
4.6,944.7534798407298,2140.9636531344113,1.844711657629683,7.989225176600996,0.12107229364565358,6.7,13.4,9.8,3.8,885.48505,2057.32725,1.70412,2.23913,0.16771,1.947,5.416,2.708,2.708,-1.0
4.699999999999999,944.6786817348574,2141.5634444182765,1.8437477601899532,7.9891897660414495,0.12605481627534135,6.7,13.4,9.8,3.8,885.45332,2057.55599,1.70003,2.31023,0.16522,1.947,5.416,2.708,2.708,-1.0
4.799999999999999,944.604658220556,2142.1634608253657,1.8427640997267596,7.9893690247686004,0.12644207436875315,6.7,13.4,9.8,3.8,885.42344,2057.78153,1.70246,2.27598,0.16114,1.947,5.416,2.708,2.708,-1.0
4.899999999999999,944.5313932846061,2142.76370878465,1.841776778839193,7.989573108328073,0.12447991094659544,6.7,13.4,9.8,3.8,885.39284,2058.01183,1.70161,2.32414,0.16246,1.947,5.416,2.708,2.708,-1.0
4.999999999999998,944.4588810282519,2143.364182228106,1.8407915716698733,7.989700848998284,0.12224070314041202,6.7,13.4,9.8,3.8,885.36144,2058.24297,1.69862,2.33349,0.16691,1.947,5.416,2.708,2.708,-1.0
5.099999999999998,944.3871161276592,2143.964869528577,1.8398122770267669,7.989737156864903,0.12083624647838205,6.7,13.4,9.8,3.8,885.33259,2058.4746,1.69567,2.33532,0.17294,1.947,5.416,2.708,2.708,-1.0
5.1999999999999975,944.3160915066526,2144.5657599227266,1.8388417455598012,7.989714397287795,0.12043665037711607,6.7,13.4,9.8,3.8,885.30746,2058.70821,1.69366,2.35052,0.17131,1.947,5.416,2.708,2.708,-1.0
5.299999999999997,944.2457971934231,2145.166845992928,1.8378826812013818,7.989673574827419,0.12068715811817031,6.7,13.4,9.8,3.8,885.28072,2058.94885,1.69312,2.42236,0.17307,1.947,5.416,2.708,2.708,-1.0
5.399999999999997,944.1762205019908,2145.7681232715854,1.8369375209514744,7.989641959755544,0.12113630156170427,6.7,13.4,9.8,3.8,885.25123,2059.18934,1.69341,2.42399,0.17413,1.947,5.416,2.708,2.708,-1.0
5.4999999999999964,944.1073476424162,2146.3695888865436,1.8360079539309182,7.989628526394216,0.12148398592119437,6.7,13.4,9.8,3.8,885.21501,2059.42935,1.68996,2.42821,0.17361,1.947,5.416,2.708,2.708,-1.0
5.599999999999996,944.0391635592126,2146.9712398660045,1.8350956619329744,7.989629710891562,0.12163167706854791,6.7,13.4,9.8,3.8,885.18281,2059.6696,1.69007,2.4248,0.17792,1.947,5.416,2.708,2.708,-1.0
5.699999999999996,943.9716523498145,2147.573072380512,1.8342020974521687,7.989637457444802,0.12161865527211857,6.7,13.4,9.8,3.8,885.15394,2059.91319,1.69064,2.45387,0.18087,1.947,5.416,2.708,2.708,-1.0
5.799999999999995,943.9047981918393,2148.1750818676496,1.8333281132221517,7.989645079520258,0.1215334886641616,6.7,13.4,9.8,3.8,885.13224,2060.1604,1.68623,2.48258,0.17425,1.947,5.416,2.708,2.708,3.0
