,x_ego,y_ego,yaw_rad_ego,v_mps_ego,acc_mpss_ego,width_ego,length_ego,locationPoint2Head_ego,locationPoint2Rear_ego,x_1,y_1,yaw_rad_1,v_mps_1,acc_mpss_1,width_1,length_1,locationPoint2Head_1,locationPoint2Rear_1,x_2,y_2,yaw_rad_2,v_mps_2,acc_mpss_2,width_2,length_2,locationPoint2Head_2,locationPoint2Rear_2,x_4,y_4,yaw_rad_4,v_mps_4,acc_mpss_4,width_4,length_4,locationPoint2Head_4,locationPoint2Rear_4,x_3,y_3,yaw_rad_3,v_mps_3,acc_mpss_3,width_3,length_3,locationPoint2Head_3,locationPoint2Rear_3,end
1.3,966.0206254868897,2381.2491333260473,1.9864841288895945,4.980173670064267,0.9999778297225089,6.7,13.4,9.8,3.8,865.58129,2481.28725,5.62585,4.03899,0.18115,1.947,5.416,2.708,2.708,921.71683,2406.26775,1.94172,5.75232,-0.00417,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
1.4000000000000001,965.8195164853213,2381.70473893107,1.9794106852347555,5.080171419951706,0.9999774988743942,6.7,13.4,9.8,3.8,865.90714,2481.05354,5.6226,4.01161,0.15794,1.947,5.416,2.708,2.708,921.51126,2406.80968,1.94088,5.79834,-0.00983,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
1.5000000000000002,965.6176618964938,2382.1709321759054,1.9725901838804714,5.180169136509307,0.9999771655760088,6.7,13.4,9.8,3.8,866.23595,2480.82781,5.62143,3.98979,0.15707,1.947,5.416,2.708,2.708,921.31156,2407.34971,1.93585,5.75993,-0.01377,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
1.6000000000000003,965.4150810393462,2382.6476947154842,1.9661800482209169,5.280166819492043,0.9999768298273558,6.7,13.4,9.8,3.8,866.55975,2480.58694,5.6203,4.03731,0.16876,1.947,5.416,2.708,2.708,921.1103,2407.89068,1.93556,5.77409,-0.02868,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
1.7000000000000004,965.2117089017212,2383.134974296479,1.9600218685484923,5.380164468654886,0.9999764916284387,6.7,13.4,9.8,3.8,866.86603,2480.33148,5.62376,3.98995,0.17917,1.947,5.416,2.708,2.708,920.90693,2408.42823,1.93298,5.74976,-0.04777,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
1.8000000000000005,965.0075467258173,2383.632748846881,1.9542645054209242,5.480162083752813,0.9999761509792607,6.7,13.4,9.8,3.8,867.18128,2480.08177,5.62075,4.02338,0.17414,1.947,5.416,2.708,2.708,920.70246,2408.96734,1.92807,5.76805,-0.05705,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
1.9000000000000006,964.8025124857772,2384.140964081849,1.948758031881832,5.580159664540795,0.9999758078798251,6.7,13.4,9.8,3.8,867.49781,2479.81978,5.62104,4.11048,0.16018,1.947,5.416,2.708,2.708,920.49998,2409.50158,1.92683,5.71535,-0.05851,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
2.0000000000000004,964.5965896349754,2384.659594584553,1.9436434290095297,5.6801572107738085,0.9999754623301351,6.7,13.4,9.8,3.8,867.82155,2479.55683,5.61667,4.17225,0.15044,1.947,5.416,2.708,2.708,920.3041,2410.03365,1.92784,5.67187,-0.05279,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
2.1000000000000005,964.3896794604892,2385.1885842244187,1.9387787210447336,5.780154722206828,0.9999751143301934,6.7,13.4,9.8,3.8,868.14783,2479.30253,5.61344,4.13858,0.15127,1.947,5.416,2.708,2.708,920.11097,2410.56456,1.92632,5.65164,-0.04615,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
2.2000000000000006,964.1817478575069,2385.7279044767806,1.934297268527539,5.880152198594828,0.9999747638799991,6.7,13.4,9.8,3.8,868.47491,2479.05423,5.6105,4.10801,0.16264,1.947,5.416,2.708,2.708,919.91735,2411.10057,1.92691,5.7013,-0.04691,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
2.3000000000000007,963.9726798763689,2386.2774974880617,1.9301899629565915,5.980149639692781,0.999974410979532,6.7,13.4,9.8,3.8,868.80889,2478.82437,5.61391,4.05599,0.17148,1.947,5.416,2.708,2.708,919.71399,2411.64053,1.92465,5.77226,-0.05187,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
2.400000000000001,963.7623540220553,2386.837305430251,1.926452553207806,6.080147045255648,0.9999740556286717,6.7,13.4,9.8,3.8,869.12957,2478.56919,5.61357,4.09986,0.16411,1.947,5.416,2.708,2.708,919.50822,2412.17914,1.92172,5.76823,-0.05107,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
2.500000000000001,963.5506398978223,2387.4072694734323,1.9230860582876328,6.180144415038327,0.9999736978267834,6.7,13.4,9.8,3.8,869.45347,2478.29866,5.61606,4.22189,0.14076,1.947,5.416,2.708,2.708,919.30346,2412.7179,1.91707,5.76594,-0.04117,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
2.600000000000001,963.3373953633037,2387.9873286242137,1.9200913690909103,6.280141748795394,0.9999733375706709,6.7,13.4,9.8,3.8,869.77816,2478.02757,5.61234,4.23139,0.12241,1.947,5.416,2.708,2.708,919.1027,2413.24823,1.91503,5.67278,-0.03951,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
2.700000000000001,963.1224666154718,2388.5774196656685,1.917356034448886,6.380139046279866,0.9999729748447186,6.7,13.4,9.8,3.8,870.10222,2477.75968,5.61409,4.20618,0.1185,1.947,5.416,2.708,2.708,918.90941,2413.78226,1.9127,5.6816,-0.04545,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
2.800000000000001,962.9057562172646,2389.1775016149118,1.9151127921451974,6.480136307237325,0.9999726095745911,6.7,13.4,9.8,3.8,870.4185,2477.4902,5.61412,4.15694,0.12907,1.947,5.416,2.708,2.708,918.72565,2414.3213,1.9097,5.69732,-0.07343,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
2.9000000000000012,962.6870170514518,2389.787480994025,1.9132411185521403,6.580133531378832,0.9999722414150597,6.7,13.4,9.8,3.8,870.74861,2477.24263,5.61232,4.1277,0.13412,1.947,5.416,2.708,2.708,918.55035,2414.86523,1.90425,5.71731,-0.10795,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
3.0000000000000013,962.466062134298,2390.4072878167476,1.9117512450849128,6.68013071825889,0.9999718688005816,6.7,13.4,9.8,3.8,871.08244,2476.98994,5.61421,4.18841,0.12593,1.947,5.416,2.708,2.708,918.37238,2415.39476,1.90176,5.58858,-0.13274,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
3.1000000000000014,962.2426871179027,2391.036847239027,1.9106506880147827,6.780127866738268,0.9999714847937785,6.7,13.4,9.8,3.8,871.42897,2476.74272,5.61176,4.25847,0.11824,1.947,5.416,2.708,2.708,918.18519,2415.92252,1.89339,5.60183,-0.13451,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
3.2000000000000015,962.0166716999054,2391.6760798803402,1.90993539131497,6.880124972671653,0.9999710593338491,6.7,13.4,9.8,3.8,871.76506,2476.47792,5.61319,4.28037,0.1288,1.947,5.416,2.708,2.708,917.99041,2416.43545,1.88957,5.4888,-0.12877,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
3.3000000000000016,961.7877869237894,2392.3249041675385,1.9096884163268912,6.980122019167913,0.9999704649626063,6.7,13.4,9.8,3.8,872.08571,2476.2039,5.61483,4.2196,0.14667,1.947,5.416,2.708,2.708,917.79477,2416.94821,1.89186,5.49021,-0.14097,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
3.4000000000000017,961.5557380722108,2392.983215920818,1.9097998549266453,7.080118936421824,0.9999691725391069,6.7,13.4,9.8,3.8,872.40915,2475.92957,5.61169,4.2428,0.16285,1.947,5.416,2.708,2.708,917.6238,2417.47888,1.88842,5.57759,-0.18028,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
3.5000000000000018,961.320290488267,2393.6509323851606,1.910260844511267,7.180115439412746,0.9999650299092202,6.7,13.4,9.8,3.8,872.74852,2475.66486,5.6115,4.30583,0.17542,1.947,5.416,2.708,2.708,917.47406,2418.02257,1.88286,5.64138,-0.20445,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
3.600000000000002,961.0812054133011,2394.3279692409974,1.911137904020769,7.280110385051397,0.999949456386507,6.7,13.4,9.8,3.8,873.09354,2475.3847,5.61578,4.44618,0.18077,1.947,5.416,2.708,2.708,917.3149,2418.56163,1.87626,5.6229,-0.22678,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
3.700000000000002,960.8381887065118,2395.0142220751677,1.9123394524758561,7.3800992748425465,0.9998888979114962,6.7,13.4,9.8,3.8,873.44406,2475.11917,5.61503,4.39919,0.16186,1.947,5.416,2.708,2.708,917.14726,2419.07898,1.87263,5.44041,-0.25788,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
3.800000000000002,960.5909985666046,2395.7096037601423,1.9139208879532739,7.4800647360695125,0.9996546122696608,6.7,13.4,9.8,3.8,873.78992,2474.85746,5.61173,4.33891,0.1327,1.947,5.416,2.708,2.708,916.9849,2419.5797,1.86856,5.26588,-0.28457,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
3.900000000000002,960.3393458854438,2396.4140074885695,1.915803038637137,7.579940926547251,0.9987619047773896,6.7,13.4,9.8,3.8,874.14247,2474.59671,5.60685,4.38672,0.112,1.947,5.416,2.708,2.708,916.82697,2420.09183,1.86021,5.3614,-0.3013,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
4.000000000000002,960.0829900141842,2397.1273354017835,1.9180307384304294,7.679483178468822,0.995422519215709,6.7,13.4,9.8,3.8,874.47763,2474.30971,5.60878,4.41438,0.09926,1.947,5.416,2.708,2.708,916.6775,2420.60076,1.84834,5.30641,-0.31692,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
4.100000000000001,959.8216582911859,2397.8494505930366,1.9205365780873576,7.7778042258152045,0.9832104734638206,6.7,13.4,9.8,3.8,874.77861,2474.01138,5.6116,4.23947,0.07885,1.947,5.416,2.708,2.708,916.59034,2421.10118,1.84307,5.08161,-0.3584,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
4.200000000000001,959.5551488776786,2398.5801455487212,1.9233550635366274,7.871820939004406,0.9401671318920153,6.7,13.4,9.8,3.8,875.10009,2473.74664,5.61,4.16628,0.04969,1.947,5.416,2.708,2.708,916.45716,2421.59685,1.84028,5.13436,-0.42411,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
4.300000000000001,959.2833346725223,2399.3189098459316,1.9264652622807927,7.951932792587972,0.8011185358356627,6.7,13.4,9.8,3.8,875.44341,2473.4901,5.60484,4.28751,0.02181,1.947,5.416,2.708,2.708,916.29298,2422.09788,1.84057,5.27433,-0.44293,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
4.4,959.006434446918,2400.0643349705674,1.929810408785751,7.997193657701651,0.45260865113678206,6.7,13.4,9.8,3.8,875.78871,2473.22217,5.6046,4.3724,0.00583,1.947,5.416,2.708,2.708,916.12922,2422.60085,1.84109,5.29153,-0.43822,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
4.5,958.7254519723879,2400.8130671743593,1.9333945185782304,8.000638001641818,0.03444343940166822,6.7,13.4,9.8,3.8,876.12803,2472.94328,5.60479,4.39406,0.00537,1.947,5.416,2.708,2.708,915.98761,2423.08088,1.83496,5.00679,-0.44539,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
4.6,958.4416655974143,2401.561109537941,1.9371544864201502,7.999833978192803,-0.008040234490148639,6.7,13.4,9.8,3.8,876.43983,2472.6507,5.60591,4.27747,0.01554,1.947,5.416,2.708,2.708,915.89892,2423.53865,1.8334,4.66461,-0.47389,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
4.699999999999999,958.1550974213682,2402.3080045220345,1.9410757762804656,8.000037927806328,0.0020394961352520227,6.7,13.4,9.8,3.8,876.76275,2472.37616,5.60558,4.24025,0.0152,1.947,5.416,2.708,2.708,915.80881,2424.02845,1.83345,4.9822,-0.52618,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
4.799999999999999,957.8655952838608,2403.05378906253,1.9451468828951732,7.99998714223235,-0.0005078557397811836,6.7,13.4,9.8,3.8,877.10937,2472.11005,5.6041,4.37144,0.01096,1.947,5.416,2.708,2.708,915.6786,2424.52004,1.82702,5.08753,-0.55514,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
4.899999999999999,957.5730612425187,2403.798384105097,1.9493556851842722,7.999999848495636,0.00012706263285812926,6.7,13.4,9.8,3.8,877.46531,2471.83782,5.6037,4.48291,0.00118,1.947,5.416,2.708,2.708,915.52726,2424.97782,1.81938,4.82339,-0.55746,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
4.999999999999998,957.277395478481,2404.5417425191445,1.9536908002326372,7.999996673203074,-3.175292562294591e-05,6.7,13.4,9.8,3.8,877.80279,2471.56465,5.6027,4.34348,-0.01728,1.947,5.416,2.708,2.708,915.42427,2425.40937,1.808,4.43837,-0.55522,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.099999999999998,956.9785100771728,2405.2838119125286,1.9581408116874974,7.999997466942082,7.937390078024524e-06,6.7,13.4,9.8,3.8,878.12347,2471.30401,5.60094,4.13405,-0.0364,1.947,5.416,2.708,2.708,915.33364,2425.83242,1.80244,4.32814,-0.55051,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.1999999999999975,956.6763253988299,2406.0245439928963,1.962695003776256,7.999997268542981,-1.9839910089084983e-06,6.7,13.4,9.8,3.8,878.44926,2471.02948,5.59591,4.26197,-0.0431,1.947,5.416,2.708,2.708,915.2356,2426.29648,1.80036,4.7449,-0.57391,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.299999999999997,956.370770437296,2406.763892170989,1.9673424907340145,7.999997318134758,4.959177731688041e-07,6.7,13.4,9.8,3.8,878.77285,2470.74558,5.59808,4.30667,-0.05452,1.947,5.416,2.708,2.708,915.13945,2426.77596,1.79372,4.89228,-0.59176,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.399999999999997,956.0617826750566,2407.5018123114432,1.9720730891125464,7.99999730573887,-1.2395887638535542e-07,6.7,13.4,9.8,3.8,879.10346,2470.47725,5.59356,4.25985,-0.08277,1.947,5.416,2.708,2.708,915.02293,2427.21419,1.78251,4.53633,-0.57475,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.4999999999999964,955.7493075798458,2408.238262502421,1.9768766538576175,7.999997308837332,3.0984618027089913e-08,6.7,13.4,9.8,3.8,879.4274,2470.21698,5.5889,4.15704,-0.11745,1.947,5.416,2.708,2.708,914.92571,2427.62266,1.77097,4.2005,-0.53021,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.599999999999996,955.433298516998,2408.973203208609,1.9817436477657562,7.999997308062844,-7.74487806432146e-09,6.7,13.4,9.8,3.8,879.74156,2469.93481,5.58574,4.22437,-0.12931,1.947,5.416,2.708,2.708,914.84537,2428.0391,1.76541,4.24289,-0.48042,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.699999999999996,955.1137162591083,2409.7065972021296,1.9866646810599318,7.999997308256434,1.935902926753928e-09,6.7,13.4,9.8,3.8,880.06167,2469.65524,5.57585,4.25171,-0.12253,1.947,5.416,2.708,2.708,914.7501,2428.47862,1.75893,4.49921,-0.47698,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.799999999999995,954.7905288291024,2410.438409646959,1.991630767202953,7.999997308208045,-4.838926683528805e-10,6.7,13.4,9.8,3.8,880.38914,2469.39064,5.57122,4.21183,-0.10485,1.947,5.416,2.708,2.708,914.66097,2428.9225,1.7519,4.52914,-0.50105,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.899999999999995,954.4637111556127,2411.1686080977984,1.9966330747515282,7.9999973082201405,1.2094803915449655e-10,6.7,13.4,9.8,3.8,880.71231,2469.14567,5.56611,4.05669,-0.0888,1.947,5.416,2.708,2.708,914.61383,2429.34728,1.74011,4.27536,-0.47549,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.999999999999995,954.1332449091175,2411.8971625770537,2.0016633762639815,7.999997308217117,-3.023718544970487e-11,6.7,13.4,9.8,3.8,881.01716,2468.87752,5.56356,4.06157,-0.06607,1.947,5.416,2.708,2.708,914.56893,2429.75856,1.73196,4.13888,-0.41093,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.099999999999994,953.7991180104184,2412.624045500832,2.006713496185049,7.999997308217872,7.55359733502171e-12,6.7,13.4,9.8,3.8,881.32413,2468.58228,5.55833,4.26068,-0.04587,1.947,5.416,2.708,2.708,914.50202,2430.16642,1.72376,4.13475,-0.35257,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.199999999999994,953.461324542118,2413.349231781789,2.011775856434545,7.999997308217684,-1.8829683634796063e-12,6.7,13.4,9.8,3.8,881.65156,2468.29817,5.55092,4.33689,-0.03859,1.947,5.416,2.708,2.708,914.45135,2430.58501,1.71472,4.21803,-0.31227,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.299999999999994,953.119864263686,2414.072698745491,2.016843033726008,7.999997308217731,4.705941785885202e-13,6.7,13.4,9.8,3.8,881.97315,2468.02144,5.54931,4.2443,-0.04121,1.947,5.416,2.708,2.708,914.38916,2431.02364,1.70571,4.43191,-0.28575,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.399999999999993,952.7747424492788,2414.794426188876,2.021907978947229,7.999997308217719,-1.1782421419819292e-13,6.7,13.4,9.8,3.8,882.26923,2467.72004,5.54884,4.22666,-0.02978,1.947,5.416,2.708,2.708,914.28023,2431.43758,1.70538,4.28221,-0.25398,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.499999999999993,952.4259695673469,2415.5143963591913,2.026963796884186,7.999997308217722,2.6504833213186058e-14,6.7,13.4,9.8,3.8,882.57702,2467.42547,5.54394,4.26204,-0.00336,1.947,5.416,2.708,2.708,914.21328,2431.84782,1.69702,4.15821,-0.19836,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.5999999999999925,952.073561120355,2416.232594003161,2.0320041703277414,7.999997308217721,-6.801871078095795e-15,6.7,13.4,9.8,3.8,882.90209,2467.16064,5.5331,4.19454,0.01249,1.947,5.416,2.708,2.708,914.16038,2432.27646,1.69311,4.32065,-0.11851,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.699999999999992,951.7175371808819,2416.9490062614573,2.0370228198957947,7.999997308217721,4.300359168155771e-15,6.7,13.4,9.8,3.8,883.20802,2466.88472,5.5256,4.12133,0.02098,1.947,5.416,2.708,2.708,914.11808,2432.70732,1.68697,4.33122,-0.03446,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.799999999999992,951.3579223179813,2417.663622745801,2.042014032224136,7.999997308217721,4.300359168155771e-15,6.7,13.4,9.8,3.8,883.5053,2466.59684,5.52472,4.13995,0.03325,1.947,5.416,2.708,2.708,914.0932,2433.12742,1.67863,4.21005,0.00767,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.8999999999999915,950.994745146673,2418.3764354221444,2.0469722316116825,7.999997308217721,4.300359168155771e-15,6.7,13.4,9.8,3.8,883.79914,2466.29147,5.52658,4.23929,0.04928,1.947,5.416,2.708,2.708,914.10744,2433.55783,1.6695,4.30804,0.01464,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.999999999999991,950.628038186588,2419.087438639254,2.0518921744347964,7.999997308217721,4.300359168155771e-15,6.7,13.4,9.8,3.8,884.09456,2465.97962,5.51928,4.29751,0.06659,1.947,5.416,2.708,2.708,914.1045,2434.00616,1.66477,4.485,0.02524,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
7.099999999999991,950.2578375836556,2419.7966290811687,2.0567687493277576,7.999997308217721,4.300359168155771e-15,6.7,13.4,9.8,3.8,884.41721,2465.68633,5.5097,4.36225,0.08702,1.947,5.416,2.708,2.708,914.04319,2434.45963,1.65952,4.57776,0.04687,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
7.19999999999999,949.8841829759856,2420.504005786667,2.0615973844384476,7.999997308217721,4.300359168155771e-15,6.7,13.4,9.8,3.8,884.74234,2465.39839,5.50531,4.3447,0.11664,1.947,5.416,2.708,2.708,913.9807,2434.89986,1.64922,4.44833,0.09275,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
7.29999999999999,949.5071170735962,2421.2095700109376,2.066373516795497,7.999997308217721,4.300359168155771e-15,6.7,13.4,9.8,3.8,885.04953,2465.08949,5.50041,4.35808,0.14912,1.947,5.416,2.708,2.708,913.90332,2435.31022,1.64596,4.17753,0.12795,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
7.39999999999999,949.1266856165971,2421.9133252779448,2.071093218878756,7.999997308217721,4.300359168155771e-15,6.7,13.4,9.8,3.8,885.34897,2464.76677,5.5011,4.40419,0.16956,1.947,5.416,2.708,2.708,913.84873,2435.73086,1.64696,4.24328,0.13213,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
7.499999999999989,948.742936893889,2422.6152771902116,2.0757892224640364,7.999997308217721,4.300359168155771e-15,6.7,13.4,9.8,3.8,885.65836,2464.45745,5.49825,4.37672,0.16982,1.947,5.416,2.708,2.708,913.85675,2436.18116,1.64759,4.50552,0.12634,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
