,x_ego,y_ego,yaw_rad_ego,v_mps_ego,acc_mpss_ego,width_ego,length_ego,locationPoint2Head_ego,locationPoint2Rear_ego,x_1,y_1,yaw_rad_1,v_mps_1,acc_mpss_1,width_1,length_1,locationPoint2Head_1,locationPoint2Rear_1,x_4,y_4,yaw_rad_4,v_mps_4,acc_mpss_4,width_4,length_4,locationPoint2Head_4,locationPoint2Rear_4,x_3,y_3,yaw_rad_3,v_mps_3,acc_mpss_3,width_3,length_3,locationPoint2Head_3,locationPoint2Rear_3,x_5,y_5,yaw_rad_5,v_mps_5,acc_mpss_5,width_5,length_5,locationPoint2Head_5,locationPoint2Rear_5,x_2,y_2,yaw_rad_2,v_mps_2,acc_mpss_2,width_2,length_2,locationPoint2Head_2,locationPoint2Rear_2,end
1.7000000000000004,943.8120795020996,2108.8911283265106,1.6454579615177036,5.204965414836098,0.9999770825493828,6.7,13.4,9.8,3.8,913.6485,2253.418,4.85927,6.75998,-0.0869,1.947,5.416,2.708,2.708,936.58494,2166.96899,1.7537,5.47384,-0.03221,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
1.8000000000000005,943.7732544736959,2109.4101748242983,1.6432080284655726,5.304963089455413,0.9999767461931413,6.7,13.4,9.8,3.8,913.73436,2252.75485,4.85739,6.68944,-0.08769,1.947,5.416,2.708,2.708,936.47166,2167.56592,1.75207,5.46929,-0.02729,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
1.9000000000000006,943.7348738949015,2109.9392809242217,1.641185867084183,5.404960730194077,0.9999764073866363,6.7,13.4,9.8,3.8,913.82995,2252.08744,4.85294,6.74496,-0.09141,1.947,5.416,2.708,2.708,936.38023,2168.05381,1.7505,5.46824,-0.02991,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
2.0000000000000004,943.6968600340813,2110.4784385554717,1.6393146457468686,5.504958336807064,0.9999760661298712,6.7,13.4,9.8,3.8,913.91893,2251.42196,4.84982,6.71682,-0.10188,1.947,5.416,2.708,2.708,936.28413,2168.57274,1.74824,5.47236,-0.03163,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
2.1000000000000005,943.6591704916876,2111.027642671711,1.6376617072076631,5.604955909049349,0.9999757224228494,6.7,13.4,9.8,3.8,913.99849,2250.76012,4.84822,6.66885,-0.10845,1.947,5.416,2.708,2.708,936.16927,2169.1809,1.74561,5.48369,-0.01567,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
2.2000000000000006,943.6217206615798,2111.586885747349,1.6361558883784553,5.704953446675907,0.9999753762655741,6.7,13.4,9.8,3.8,914.07953,2250.09427,4.84198,6.71021,-0.11548,1.947,5.416,2.708,2.708,936.08627,2169.62898,1.74376,5.49511,0.00547,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
2.3000000000000007,943.5844598780792,2112.1561629841153,1.6348593163195142,5.804950949441712,0.9999750276580471,6.7,13.4,9.8,3.8,914.15752,2249.42835,4.83782,6.70743,-0.11717,1.947,5.416,2.708,2.708,935.97135,2170.25774,1.74075,5.50391,0.01715,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
2.400000000000001,943.5472970588502,2112.735467291126,1.633764671679297,5.904948417101738,0.9999746766002658,6.7,13.4,9.8,3.8,914.23218,2248.76762,4.8344,6.65213,-0.11853,1.947,5.416,2.708,2.708,935.88645,2170.74407,1.73845,5.51478,0.01301,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
2.500000000000001,943.5101391426354,2113.32479185989,1.632810038267569,6.004945849410958,0.9999743230921978,6.7,13.4,9.8,3.8,914.30618,2248.10849,4.83572,6.63515,-0.11729,1.947,5.416,2.708,2.708,935.80064,2171.24675,1.73589,5.5254,0.00883,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
2.600000000000001,943.472924108389,2113.924132153688,1.632049358592399,6.104943246124324,0.9999739671336599,6.7,13.4,9.8,3.8,914.38416,2247.45109,4.827,6.62296,-0.11279,1.947,5.416,2.708,2.708,935.6895,2171.91144,1.73232,5.54148,0.0135,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
2.700000000000001,943.4355528594206,2114.5334815691585,1.6314759804379524,6.204940606996694,0.9999736087237012,6.7,13.4,9.8,3.8,914.45045,2246.79479,4.82401,6.59905,-0.11842,1.947,5.416,2.708,2.708,935.59324,2172.48429,1.72919,5.55289,0.02761,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
2.800000000000001,943.3979245959916,2115.1528336444394,1.631083859440027,6.304937931782452,0.9999732478575732,6.7,13.4,9.8,3.8,914.50964,2246.13432,4.81867,6.63366,-0.13793,1.947,5.416,2.708,2.708,935.49883,2173.04644,1.72524,5.56397,0.03892,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
2.9000000000000012,943.3599367023292,2115.782181992472,1.6308668538030857,6.404935220233675,0.9999728845122289,6.7,13.4,9.8,3.8,914.58443,2245.47604,4.81679,6.62772,-0.16311,1.947,5.416,2.708,2.708,935.45068,2173.35736,1.72319,5.56821,0.04198,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
3.0000000000000013,943.3214850539135,2116.421520261691,1.6308193843481806,6.5049324720915385,0.9999725185786363,6.7,13.4,9.8,3.8,914.65064,2244.81951,4.81253,6.60114,-0.17912,1.947,5.416,2.708,2.708,935.35152,2173.9685,1.719,5.57094,0.0402,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
3.1000000000000014,943.2824639008404,2117.0708420727196,1.6308965375826556,6.604929687046884,0.9999721495534517,6.7,13.4,9.8,3.8,914.71077,2244.16897,4.80881,6.53576,-0.19262,1.947,5.416,2.708,2.708,935.25304,2174.6291,1.71365,5.57283,0.03677,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
3.2000000000000015,943.2427920269672,2117.730142538465,1.6311731022294431,6.704926864563613,0.999971775167296,6.7,13.4,9.8,3.8,914.76543,2243.52776,4.80542,6.438,-0.21818,1.947,5.416,2.708,2.708,935.1803,2175.12329,1.7097,5.58227,0.03712,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
3.3000000000000016,943.2023344314475,2118.3994135041853,1.6316031382217764,6.804924003105634,0.9999713854202051,6.7,13.4,9.8,3.8,914.81673,2242.89431,4.80438,6.36955,-0.2508,1.947,5.416,2.708,2.708,935.1013,2175.66007,1.70524,5.58885,0.0436,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
3.4000000000000017,943.1609813529979,2119.0786482425365,1.6321814775158119,6.904921096827252,0.9999709372161769,6.7,13.4,9.8,3.8,914.87242,2242.25162,4.80044,6.44174,-0.28998,1.947,5.416,2.708,2.708,935.01001,2176.27092,1.69964,5.59388,0.0507,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
3.5000000000000018,943.1186220051087,2119.7678398263365,1.6329034051454698,7.004918121706417,0.9999702487916591,6.7,13.4,9.8,3.8,914.92186,2241.61378,4.79534,6.40034,-0.32808,1.947,5.416,2.708,2.708,934.92785,2176.89718,1.69373,5.59239,0.05603,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
3.600000000000002,943.075144468735,2120.4669810729733,1.6337640338544774,7.104914978648877,0.9999685694245973,6.7,13.4,9.8,3.8,914.96171,2240.99267,4.79121,6.23818,-0.3522,1.947,5.416,2.708,2.708,934.8859,2177.25507,1.6905,5.58801,0.06274,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
3.700000000000002,943.0304360062379,2121.1760645108843,1.6347589028101004,7.204911264742814,0.9999628609393659,6.7,13.4,9.8,3.8,915.00764,2240.37127,4.78698,6.23337,-0.35753,1.947,5.416,2.708,2.708,934.80376,2177.88366,1.68461,5.58113,0.0674,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
3.800000000000002,942.9843829549135,2121.8950822991146,1.6359054869860798,7.304905371618243,0.9999410687542842,6.7,13.4,9.8,3.8,915.0478,2239.75631,4.78244,6.16507,-0.34828,1.947,5.416,2.708,2.708,934.72664,2178.52028,1.67897,5.58069,0.07474,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
3.900000000000002,942.9368549262848,2122.624025034436,1.637174313388987,7.404890999351024,0.9998562773278193,6.7,13.4,9.8,3.8,915.08625,2239.14362,4.78126,6.14143,-0.34116,1.947,5.416,2.708,2.708,934.6798,2178.9984,1.67483,5.58279,0.08414,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
4.000000000000002,942.8877388371703,2123.3628834220262,1.6385613443599392,7.5048439311664,0.9995293181537589,6.7,13.4,9.8,3.8,915.11947,2238.52768,4.779,6.17086,-0.33426,1.947,5.416,2.708,2.708,934.61541,2179.61143,1.67015,5.58611,0.09714,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
4.100000000000001,942.836921163222,2124.1116453256554,1.6400778491386123,7.604672819276238,0.9982888810983758,6.7,13.4,9.8,3.8,915.15476,2237.91173,4.77434,6.17217,-0.30744,1.947,5.416,2.708,2.708,934.56903,2180.05375,1.66687,5.59161,0.10747,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
4.200000000000001,942.7842769705675,2124.8702882428847,1.6417017383032781,7.704040027767441,0.9936720849120284,6.7,13.4,9.8,3.8,915.19036,2237.29712,4.77082,6.15876,-0.27846,1.947,5.416,2.708,2.708,934.50525,2180.74234,1.66141,5.60664,0.11,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
4.300000000000001,942.7296969188016,2125.638756424037,1.6434403766621595,7.801730808457338,0.9769078068989665,6.7,13.4,9.8,3.8,915.21867,2236.68229,4.76896,6.15734,-0.24342,1.947,5.416,2.708,2.708,934.46018,2181.26605,1.65691,5.62464,0.10283,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
4.4,942.6730718205557,2126.4168718616975,1.645285110738808,7.893597394918616,0.9186658646127847,6.7,13.4,9.8,3.8,915.24993,2236.0704,4.76837,6.12921,-0.20842,1.947,5.416,2.708,2.708,934.4067,2181.86417,1.65107,5.64916,0.09422,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
4.5,942.614327733021,2127.2040427011666,1.6472197892384572,7.967382174219206,0.7378477930058974,6.7,13.4,9.8,3.8,915.27942,2235.45488,4.76482,6.16471,-0.17611,1.947,5.416,2.708,2.708,934.36347,2182.29754,1.64667,5.67787,0.0902,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
4.6,942.5534974937885,2127.998455357848,1.6492424619690427,8.000917915921093,0.33535741701886423,6.7,13.4,9.8,3.8,915.30741,2234.8437,4.76639,6.12055,-0.15665,1.947,5.416,2.708,2.708,934.31829,2182.89509,1.64053,5.69478,0.08499,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
4.699999999999999,942.4907977380713,2128.79608661075,1.6513460374652733,7.999760614730611,-0.011573011904828425,6.7,13.4,9.8,3.8,915.33905,2234.23205,4.76445,6.12709,-0.14348,1.947,5.416,2.708,2.708,934.27677,2183.44972,1.63395,5.71114,0.08594,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
4.799999999999999,942.426429556707,2129.5934688504303,1.6535138610414883,8.00005603895385,0.002954242232391405,6.7,13.4,9.8,3.8,915.36279,2233.62186,4.76422,6.10903,-0.13621,1.947,5.416,2.708,2.708,934.22529,2184.13611,1.62557,5.71746,0.08578,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
4.899999999999999,942.3603305030355,2130.3907391191397,1.6557189277217994,7.999982601271566,-0.000734376822849833,6.7,13.4,9.8,3.8,915.38962,2233.00826,4.76427,6.14428,-0.12674,1.947,5.416,2.708,2.708,934.19574,2184.53654,1.621,5.71621,0.08357,6.7,13.4,9.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
4.999999999999998,942.2924742002837,2131.187854379553,1.657934760605731,8.000000982675122,0.0001838140355603002,6.7,13.4,9.8,3.8,915.41496,2232.40269,4.76487,6.06321,-0.12373,1.947,5.416,2.708,2.708,934.15574,2185.23697,1.61368,5.71016,0.08893,6.7,13.4,9.8,3.8,953.70944,2175.13725,1.87011,5.84525,-0.07838,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.099999999999998,942.2228516313852,2131.9848191561446,1.660136348212317,7.999996389650451,-4.59302467086488e-05,6.7,13.4,9.8,3.8,915.4441,2231.79749,4.76325,6.06139,-0.12049,1.947,5.416,2.708,2.708,934.12668,2185.79295,1.60826,5.72384,0.10008,6.7,13.4,9.8,3.8,953.53768,2175.69497,1.86517,5.83809,-0.01598,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.1999999999999975,942.1514746858385,2132.781628263766,1.6622998340457833,7.99999753781514,1.1481646883553668e-05,6.7,13.4,9.8,3.8,915.4731,2231.19421,4.76614,6.04214,-0.12136,1.947,5.416,2.708,2.708,934.11067,2186.38765,1.60257,5.73061,0.1165,6.7,13.4,9.8,3.8,953.37833,2176.26215,1.8599,5.8938,0.04034,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.299999999999997,942.0783740129747,2133.5782811980334,1.6644021708897265,7.999997250827426,-2.8698771358409182e-06,6.7,13.4,9.8,3.8,915.50306,2230.58857,4.7668,6.06642,-0.12759,1.947,5.416,2.708,2.708,934.09627,2186.79202,1.59884,5.73689,0.13097,6.7,13.4,9.8,3.8,953.21375,2176.8348,1.85388,5.96075,0.08151,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.399999999999997,942.0035986727574,2134.3747786610725,1.6664217031543866,7.999997322562904,7.173547763442142e-07,6.7,13.4,9.8,3.8,915.5319,2229.98555,4.7656,6.03938,-0.13709,1.947,5.416,2.708,2.708,934.0705,2187.49304,1.59263,5.74241,0.13825,6.7,13.4,9.8,3.8,953.05545,2177.40794,1.84951,5.94826,0.10756,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.4999999999999964,941.9272149331093,2135.1711234958816,1.6683382869038135,7.999997304632016,-1.7930888207150393e-07,6.7,13.4,9.8,3.8,915.55724,2229.38359,4.76734,6.02744,-0.1417,1.947,5.416,2.708,2.708,934.0591,2188.07491,1.58689,5.75385,0.1454,6.7,13.4,9.8,3.8,952.89825,2177.98959,1.84013,6.02749,0.12626,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.599999999999996,941.8493050732908,2135.967320470558,1.6701481108868934,7.999997309114,4.481983816161404e-08,6.7,13.4,9.8,3.8,915.58598,2228.78486,4.7671,5.99659,-0.15198,1.947,5.416,2.708,2.708,934.04204,2188.64435,1.58083,5.76254,0.14793,6.7,13.4,9.8,3.8,952.74294,2178.56857,1.83494,5.99687,0.14512,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.699999999999996,941.7699543654298,2136.7633751386684,1.6718532194612516,7.999997307993689,-1.1203108779392118e-08,6.7,13.4,9.8,3.8,915.61894,2228.19163,4.7745,5.94387,-0.16495,1.947,5.416,2.708,2.708,934.03141,2189.36166,1.57275,5.77062,0.14629,6.7,13.4,9.8,3.8,952.59753,2179.15215,1.82788,6.01656,0.15707,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.799999999999995,941.6892464139495,2137.559293347938,1.6734557713534344,7.999997308273721,2.800316304233145e-09,6.7,13.4,9.8,3.8,915.65514,2227.59648,4.7728,5.96492,-0.18715,1.947,5.416,2.708,2.708,934.01887,2189.80057,1.56762,5.78274,0.14502,6.7,13.4,9.8,3.8,952.44111,2179.72935,1.8231,5.98257,0.15898,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.899999999999995,941.607263066416,2138.355081196583,1.6749579416599865,7.999997308203724,-6.999682293813291e-10,6.7,13.4,9.8,3.8,915.69159,2227.00424,4.77316,5.93591,-0.21499,1.947,5.416,2.708,2.708,934.01449,2190.48825,1.55962,5.79563,0.14692,6.7,13.4,9.8,3.8,952.28102,2180.30846,1.81773,6.01075,0.15839,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
5.999999999999995,941.5240844029545,2139.1507449944634,1.676361948693091,7.999997308221221,1.7495863048264115e-10,6.7,13.4,9.8,3.8,915.73143,2226.42034,4.77847,5.85506,-0.25002,1.947,5.416,2.708,2.708,934.01099,2191.03777,1.55349,5.79683,0.1477,6.7,13.4,9.8,3.8,952.13308,2180.89516,1.81046,6.05299,0.14691,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.099999999999994,941.439788704274,2139.946291224735,1.6776698545448487,7.999997308216847,-4.373705773095572e-11,6.7,13.4,9.8,3.8,915.77056,2225.83941,4.7845,5.82469,-0.28151,1.947,5.416,2.708,2.708,934.01477,2191.62664,1.54668,5.79176,0.15311,6.7,13.4,9.8,3.8,952.00636,2181.4874,1.80734,6.05896,0.13364,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.199999999999994,941.3544525784191,2140.7417265237623,1.6788841537687949,7.99999730821794,1.0928565405334423e-11,6.7,13.4,9.8,3.8,915.80649,2225.26472,4.79029,5.76045,-0.29432,1.947,5.416,2.708,2.708,934.02402,2192.0655,1.54175,5.78615,0.15672,6.7,13.4,9.8,3.8,951.88327,2182.08153,1.80155,6.06985,0.11992,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.299999999999994,941.2681506192503,2141.5370576127802,1.6800071666745247,7.999997308217667,-2.7267381467977955e-12,6.7,13.4,9.8,3.8,915.84665,2224.69653,4.79309,5.69844,-0.30833,1.947,5.416,2.708,2.708,934.03329,2192.73727,1.53477,5.78366,0.1578,6.7,13.4,9.8,3.8,951.75499,2182.67535,1.79422,6.07755,0.11612,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.399999999999993,941.1809555476121,2142.332291282086,1.6810412388660647,7.999997308217735,6.815366278061993e-13,6.7,13.4,9.8,3.8,915.89604,2224.13727,4.80204,5.61653,-0.32485,1.947,5.416,2.708,2.708,934.05834,2193.37232,1.52876,5.78547,0.16734,6.7,13.4,9.8,3.8,951.61283,2183.26447,1.78674,6.06275,0.11689,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.499999999999993,941.0929381937165,2143.127434360235,1.6819887112176066,7.999997308217718,-1.7333537220571432e-13,6.7,13.4,9.8,3.8,915.94903,2223.57815,4.80933,5.61849,-0.34249,1.947,5.416,2.708,2.708,934.07834,2193.97959,1.52359,5.79727,0.17255,6.7,13.4,9.8,3.8,951.47682,2183.85378,1.78001,6.05063,0.11599,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.5999999999999925,941.0041675033582,2143.9224936874857,1.6828519950950918,7.999997308217722,4.8709300481952766e-14,6.7,13.4,9.8,3.8,916.01249,2223.0118,4.81449,5.70124,-0.35479,1.947,5.416,2.708,2.708,934.11094,2194.54252,1.52005,5.81606,0.1759,6.7,13.4,9.8,3.8,951.35596,2184.44753,1.77692,6.0617,0.10496,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
6.699999999999992,940.9147104842648,2144.7174760841776,1.683633487575996,7.999997308217721,-6.801871078095795e-15,6.7,13.4,9.8,3.8,916.07952,2222.45403,4.82608,5.62019,-0.3627,1.947,5.416,2.708,2.708,934.15256,2195.25579,1.51706,5.85108,0.15771,6.7,13.4,9.8,3.8,951.24686,2185.04869,1.77329,6.11221,0.09335,1.947,5.416,2.708,2.708,,,,,,,,,,,,,,,,,,,-1.0
