,x_ego,y_ego,yaw_rad_ego,v_mps_ego,acc_mpss_ego,width_ego,length_ego,locationPoint2Head_ego,locationPoint2Rear_ego,x_1,y_1,yaw_rad_1,v_mps_1,acc_mpss_1,width_1,length_1,locationPoint2Head_1,locationPoint2Rear_1,x_2,y_2,yaw_rad_2,v_mps_2,acc_mpss_2,width_2,length_2,locationPoint2Head_2,locationPoint2Rear_2,x_3,y_3,yaw_rad_3,v_mps_3,acc_mpss_3,width_3,length_3,locationPoint2Head_3,locationPoint2Rear_3,x_4,y_4,yaw_rad_4,v_mps_4,acc_mpss_4,width_4,length_4,locationPoint2Head_4,locationPoint2Rear_4,end
0.9999999999999999,2368.8642,1007.8448,1.5701,1.7214,-3.207,4,9,6.5,2.5,2377.3174,1032.8534,0.8208,3.5582,-0.2875,1.877,4.49,2.245,2.245,2368.8724,1033.1168,4.2118,5.1009,0.3698,1.877,4.49,2.245,2.245,2375.9364,1048.2264,1.9842,3.5975,0.4659,1.877,4.49,2.245,2.245,2368.1077,1048.677,5.7078,3.904,0.3154,1.877,4.49,2.245,2.245,-1.0
1.0999999999999999,2368.8643,1008.0169,1.5698,1.396,-3.2532,4,9,6.5,2.5,2377.5701,1033.1063,0.8069,3.533,-0.28,1.877,4.49,2.245,2.245,2368.6076,1032.6704,4.2271,5.1136,0.3762,1.877,4.49,2.245,2.245,2375.7833,1048.5537,1.998,3.6133,0.4318,1.877,4.49,2.245,2.245,2368.4605,1048.4715,5.7057,3.9171,0.2695,1.877,4.49,2.245,2.245,-1.0
1.2,2368.8644,1008.1566,1.5696,1.0641,-3.3193,4,9,6.5,2.5,2377.8213,1033.3567,0.7909,3.5159,-0.2683,1.877,4.49,2.245,2.245,2368.3418,1032.2232,4.2408,5.143,0.3784,1.877,4.49,2.245,2.245,2375.6349,1048.888,2.0125,3.6234,0.3866,1.877,4.49,2.245,2.245,2368.7947,1048.2423,5.7026,3.8788,0.2096,1.877,4.49,2.245,2.245,-1.0
1.3,2368.8646,1008.263,1.5695,0.7242,-3.3988,4,9,6.5,2.5,2378.0685,1033.6082,0.7746,3.5088,-0.2503,1.877,4.49,2.245,2.245,2368.0801,1031.7723,4.2512,5.1768,0.3781,1.877,4.49,2.245,2.245,2375.4946,1049.2269,2.0264,3.6032,0.3275,1.877,4.49,2.245,2.245,2369.1032,1047.9842,5.6967,3.8456,0.1298,1.877,4.49,2.245,2.245,-1.0
1.4000000000000001,2368.8647,1008.3354,1.5694,0.3745,-3.4976,4,9,6.5,2.5,2378.3198,1033.8562,0.7581,3.4892,-0.2305,1.877,4.49,2.245,2.245,2367.8225,1031.315,4.2613,5.2018,0.3703,1.877,4.49,2.245,2.245,2375.3562,1049.5606,2.0388,3.5462,0.2604,1.877,4.49,2.245,2.245,2369.4044,1047.7206,5.6905,3.8574,0.0362,1.877,4.49,2.245,2.245,-1.0
1.5000000000000002,2368.8647,1008.3728,1.5694,0.0124,-3.6203,4,9,6.5,2.5,2378.5762,1034.0982,0.7424,3.4637,-0.2114,1.877,4.49,2.245,2.245,2367.5695,1030.8497,4.2699,5.2415,0.3567,1.877,4.49,2.245,2.245,2375.2147,1049.8848,2.0518,3.4972,0.1945,1.877,4.49,2.245,2.245,2369.7142,1047.4783,5.6847,3.7828,-0.0581,1.877,4.49,2.245,2.245,-1.0
1.6000000000000003,2368.8647,1008.3741,1.5694,-0.3776,-3.9006,4,9,6.5,2.5,2378.8386,1034.3343,0.7274,3.4653,-0.1929,1.877,4.49,2.245,2.245,2367.317,1030.3764,4.2788,5.2866,0.3427,1.877,4.49,2.245,2.245,2375.0579,1050.1976,2.0667,3.4939,0.1346,1.877,4.49,2.245,2.245,2370.0354,1047.266,5.6822,3.7085,-0.1464,1.877,4.49,2.245,2.245,-1.0
1.7000000000000004,2368.8647,1008.3363,1.5693,-0.7955,-4.1784,4,9,6.5,2.5,2379.1083,1034.5635,0.7125,3.4706,-0.175,1.877,4.49,2.245,2.245,2367.07,1029.8919,4.2861,5.3355,0.328,1.877,4.49,2.245,2.245,2374.8823,1050.5011,2.0844,3.486,0.0835,1.877,4.49,2.245,2.245,2370.3596,1047.0827,5.6871,3.582,-0.2169,1.877,4.49,2.245,2.245,-1.0
1.8000000000000005,2368.8646,1008.2568,1.5692,-1.2409,-4.454,4,9,6.5,2.5,2379.3807,1034.7889,0.695,3.4714,-0.1587,1.877,4.49,2.245,2.245,2366.825,1029.4014,4.2915,5.3338,0.3126,1.877,4.49,2.245,2.245,2374.7005,1050.804,2.1062,3.4876,0.0438,1.877,4.49,2.245,2.245,2370.6754,1046.9191,5.692,3.5015,-0.2659,1.877,4.49,2.245,2.245,-1.0
1.9000000000000006,2368.8644,1008.1327,1.5688,-1.7125,-4.7165,4,9,6.5,2.5,2379.652,1035.0101,0.6745,3.4498,-0.1424,1.877,4.49,2.245,2.245,2366.5832,1028.908,4.2977,5.3364,0.299,1.877,4.49,2.245,2.245,2374.5214,1051.1115,2.1318,3.4852,0.0247,1.877,4.49,2.245,2.245,2370.965,1046.7359,5.6966,3.4303,-0.3099,1.877,4.49,2.245,2.245,-1.0
2.0000000000000004,2368.864,1007.9614,1.5679,-2.2097,-4.972,4,9,6.5,2.5,2379.9215,1035.2273,0.651,3.4391,-0.1263,1.877,4.49,2.245,2.245,2366.3489,1028.4144,4.3048,5.3586,0.2912,1.877,4.49,2.245,2.245,2374.3414,1051.4223,2.1582,3.4939,0.027,1.877,4.49,2.245,2.245,2371.2331,1046.5208,5.7004,3.4189,-0.342,1.877,4.49,2.245,2.245,-1.0
2.1000000000000005,2368.8634,1007.7405,1.5662,-2.7727,-5.6303,4,9,6.5,2.5,2380.1936,1035.4389,0.627,3.4346,-0.1123,1.877,4.49,2.245,2.245,2366.119,1027.922,4.3118,5.3705,0.2858,1.877,4.49,2.245,2.245,2374.1502,1051.728,2.1846,3.5088,0.0493,1.877,4.49,2.245,2.245,2371.497,1046.2855,5.7024,3.4466,-0.375,1.877,4.49,2.245,2.245,-1.0
2.2000000000000006,2368.8621,1007.4632,1.5628,-2.7778,-6.2435,4,9,6.5,2.5,2380.4712,1035.6447,0.6037,3.4319,-0.1019,1.877,4.49,2.245,2.245,2365.8887,1027.4296,4.3182,5.3862,0.2813,1.877,4.49,2.245,2.245,2373.9438,1052.0258,2.2119,3.5146,0.0834,1.877,4.49,2.245,2.245,2371.7715,1046.0518,5.7048,3.4796,-0.4046,1.877,4.49,2.245,2.245,-1.0
2.3000000000000007,2368.8599,1007.1854,1.5589,-2.7778,-6.3897,4,9,6.5,2.5,2380.7537,1035.8465,0.5814,3.4336,-0.0947,1.877,4.49,2.245,2.245,2365.6592,1026.9323,4.3267,5.4184,0.2861,1.877,4.49,2.245,2.245,2373.7272,1052.323,2.2397,3.5713,0.1233,1.877,4.49,2.245,2.245,2372.057,1045.8395,5.7052,3.404,-0.4217,1.877,4.49,2.245,2.245,-1.0
2.400000000000001,2368.8566,1006.9077,1.5547,-2.7778,-6.5478,4,9,6.5,2.5,2381.0414,1036.0406,0.5591,3.4206,-0.0844,1.877,4.49,2.245,2.245,2365.4363,1026.4244,4.3357,5.4936,0.2986,1.877,4.49,2.245,2.245,2373.5115,1052.6284,2.268,3.6215,0.1613,1.877,4.49,2.245,2.245,2372.3611,1045.6773,5.7014,3.3834,-0.4226,1.877,4.49,2.245,2.245,-1.0
2.500000000000001,2368.8521,1006.6299,1.5502,-2.7778,-6.7409,4,9,6.5,2.5,2381.3339,1036.227,0.537,3.4177,-0.0693,1.877,4.49,2.245,2.245,2365.2154,1025.9059,4.3448,5.5293,0.3152,1.877,4.49,2.245,2.245,2373.2909,1052.938,2.2954,3.7224,0.193,1.877,4.49,2.245,2.245,2372.6637,1045.5278,5.7054,3.221,-0.4103,1.877,4.49,2.245,2.245,-1.0
2.600000000000001,2368.8464,1006.3522,1.5451,-2.7778,-5.7409,4,9,6.5,2.5,2381.6326,1036.406,0.5146,3.4092,-0.0547,1.877,4.49,2.245,2.245,2364.9945,1025.3769,4.3568,5.573,0.3365,1.877,4.49,2.245,2.245,2373.0547,1053.2449,2.3231,3.7629,0.2199,1.877,4.49,2.245,2.245,2372.9395,1045.3522,5.7139,3.0999,-0.3926,1.877,4.49,2.245,2.245,-1.0
2.700000000000001,2368.8393,1006.0745,1.5397,-2.7778,-4.7409,4,9,6.5,2.5,2381.9393,1036.5743,0.4918,3.4049,-0.0428,1.877,4.49,2.245,2.245,2364.7778,1024.8388,4.3688,5.652,0.3632,1.877,4.49,2.245,2.245,2372.8008,1053.5411,2.3493,3.7991,0.2467,1.877,4.49,2.245,2.245,2373.1936,1045.1532,5.7155,3.0995,-0.373,1.877,4.49,2.245,2.245,-1.0
2.800000000000001,2368.8307,1005.7969,1.5336,-2.7778,-3.7409,4,9,6.5,2.5,2382.2513,1036.7363,0.467,3.4322,-0.0379,1.877,4.49,2.245,2.245,2364.5613,1024.2943,4.3776,5.6932,0.3895,1.877,4.49,2.245,2.245,2372.5313,1053.8178,2.3763,3.7918,0.2725,1.877,4.49,2.245,2.245,2373.4422,1044.9422,5.7173,3.1147,-0.3432,1.877,4.49,2.245,2.245,-1.0
2.9000000000000012,2368.8203,1005.5193,1.5271,-2.7778,-2.7409,4,9,6.5,2.5,2382.5665,1036.8957,0.4393,3.4648,-0.0372,1.877,4.49,2.245,2.245,2364.3437,1023.7452,4.3878,5.7325,0.411,1.877,4.49,2.245,2.245,2372.2543,1054.0741,2.4034,3.781,0.2998,1.877,4.49,2.245,2.245,2373.6975,1044.7328,5.717,3.1602,-0.3103,1.877,4.49,2.245,2.245,-1.0
3.0000000000000013,2368.8082,1005.2418,1.5203,-2.7778,-1.7409,4,9,6.5,2.5,2382.8829,1037.052,0.409,3.4475,-0.0379,1.877,4.49,2.245,2.245,2364.1335,1023.1893,4.3966,5.7884,0.43,1.877,4.49,2.245,2.245,2371.9781,1054.3268,2.4319,3.8064,0.3188,1.877,4.49,2.245,2.245,2373.9652,1044.5356,5.7174,3.1947,-0.2583,1.877,4.49,2.245,2.245,-1.0
3.1000000000000014,2368.7942,1004.9644,1.5126,-2.7778,-0.7409,4,9,6.5,2.5,2383.1998,1037.202,0.3787,3.4351,-0.0377,1.877,4.49,2.245,2.245,2363.9352,1022.6252,4.4052,5.8545,0.4464,1.877,4.49,2.245,2.245,2371.7014,1054.5856,2.46,3.8545,0.3305,1.877,4.49,2.245,2.245,2374.2494,1044.3603,5.7176,3.2381,-0.1998,1.877,4.49,2.245,2.245,-1.0
3.2000000000000015,2368.778,1004.687,1.5045,-2.7778,-0.1331,4,9,6.5,2.5,2383.52,1037.3346,0.3481,3.3911,-0.0369,1.877,4.49,2.245,2.245,2363.744,1022.0547,4.414,5.8841,0.4541,1.877,4.49,2.245,2.245,2371.4239,1054.8566,2.4871,3.9275,0.3364,1.877,4.49,2.245,2.245,2374.5377,1044.1899,5.7205,3.2714,-0.1607,1.877,4.49,2.245,2.245,-1.0
3.3000000000000016,2368.7596,1004.4099,1.4954,-2.7778,-0.1056,4,9,6.5,2.5,2383.8439,1037.4502,0.3165,3.3732,-0.04,1.877,4.49,2.245,2.245,2363.5462,1021.4848,4.4234,5.9378,0.4555,1.877,4.49,2.245,2.245,2371.135,1055.1339,2.5133,4.0184,0.336,1.877,4.49,2.245,2.245,2374.8224,1044.0094,5.7226,3.2627,-0.1441,1.877,4.49,2.245,2.245,-1.0
3.4000000000000017,2368.7387,1004.1329,1.4858,-2.7778,-0.0727,4,9,6.5,2.5,2384.1715,1037.5534,0.2836,3.3738,-0.0496,1.877,4.49,2.245,2.245,2363.3491,1020.9093,4.4314,5.9911,0.453,1.877,4.49,2.245,2.245,2370.8223,1055.3929,2.5352,4.0587,0.3144,1.877,4.49,2.245,2.245,2375.0975,1043.8144,5.7225,3.3,-0.1401,1.877,4.49,2.245,2.245,-1.0
3.5000000000000018,2368.7151,1003.8561,1.475,-2.7778,-0.0418,4,9,6.5,2.5,2384.5029,1037.6483,0.2492,3.3804,-0.058,1.877,4.49,2.245,2.245,2363.1572,1020.3252,4.4372,6.0365,0.4457,1.877,4.49,2.245,2.245,2370.4834,1055.6267,2.5527,4.0814,0.2569,1.877,4.49,2.245,2.245,2375.3637,1043.6113,5.7229,3.2071,-0.1378,1.877,4.49,2.245,2.245,-1.0
3.600000000000002,2368.6885,1003.5796,1.4637,-2.7778,-0.0181,4,9,6.5,2.5,2384.8397,1037.7319,0.2148,3.3777,-0.0627,1.877,4.49,2.245,2.245,2362.9724,1019.7335,4.4431,6.0579,0.4343,1.877,4.49,2.245,2.245,2370.138,1055.8493,2.5715,4.1032,0.1725,1.877,4.49,2.245,2.245,2375.6212,1043.4131,5.727,3.0465,-0.1389,1.877,4.49,2.245,2.245,-1.0
3.700000000000002,2368.6588,1003.3034,1.4511,-2.7769,0.0086,4,9,6.5,2.5,2385.1798,1037.8033,0.1807,3.3659,-0.0585,1.877,4.49,2.245,2.245,2362.7951,1019.1383,4.4492,6.0826,0.4258,1.877,4.49,2.245,2.245,2369.79,1056.0688,2.5936,4.0656,0.0669,1.877,4.49,2.245,2.245,2375.8742,1043.2389,5.7307,2.964,-0.1416,1.877,4.49,2.245,2.245,-1.0
3.800000000000002,2368.6257,1003.0277,1.4378,-2.7734,0.0352,4,9,6.5,2.5,2385.5204,1037.869,0.1465,3.3505,-0.0503,1.877,4.49,2.245,2.245,2362.6196,1018.5426,4.4549,6.1122,0.4178,1.877,4.49,2.245,2.245,2369.4535,1056.2903,2.616,3.8789,-0.0576,1.877,4.49,2.245,2.245,2376.1245,1043.0777,5.736,2.9975,-0.1376,1.877,4.49,2.245,2.245,-1.0
3.900000000000002,2368.5889,1002.7528,1.4238,-2.7678,0.0561,4,9,6.5,2.5,2385.8648,1037.923,0.1141,3.3622,-0.0417,1.877,4.49,2.245,2.245,2362.4395,1017.9476,4.4591,6.1377,0.408,1.877,4.49,2.245,2.245,2369.1462,1056.5093,2.6437,3.6305,-0.1989,1.877,4.49,2.245,2.245,2376.3754,1042.9253,5.7394,3.074,-0.1285,1.877,4.49,2.245,2.245,-1.0
4.000000000000002,2368.5483,1002.479,1.4084,-2.7597,0.0805,4,9,6.5,2.5,2386.2125,1037.9657,0.0819,3.3744,-0.0319,1.877,4.49,2.245,2.245,2362.2571,1017.3481,4.4628,6.1767,0.3987,1.877,4.49,2.245,2.245,2368.8635,1056.7041,2.6676,3.5211,-0.35,1.877,4.49,2.245,2.245,2376.6281,1042.7674,5.7414,3.094,-0.1032,1.877,4.49,2.245,2.245,-1.0
4.100000000000001,2368.5037,1002.2067,1.3922,-2.7494,0.1037,4,9,6.5,2.5,2386.5643,1038.0035,0.0478,3.3938,-0.0217,1.877,4.49,2.245,2.245,2362.0798,1016.7403,4.4661,6.2426,0.3919,1.877,4.49,2.245,2.245,2368.587,1056.8657,2.6866,3.4294,-0.5029,1.877,4.49,2.245,2.245,2376.8847,1042.5988,5.7428,3.1255,-0.0542,1.877,4.49,2.245,2.245,-1.0
4.200000000000001,2368.4549,1001.9361,1.3745,-2.7371,0.1221,4,9,6.5,2.5,2386.9176,1038.0289,0.0128,3.3823,-0.0098,1.877,4.49,2.245,2.245,2361.9102,1016.1229,4.4685,6.2801,0.3872,1.877,4.49,2.245,2.245,2368.3038,1056.999,2.6986,3.3344,-0.6486,1.877,4.49,2.245,2.245,2377.1475,1042.4224,5.7451,3.1841,0.0102,1.877,4.49,2.245,2.245,-1.0
4.300000000000001,2368.4015,1001.6677,1.3561,-2.7228,0.1433,4,9,6.5,2.5,2387.2727,1038.0333,6.262,3.3751,0.005,1.877,4.49,2.245,2.245,2361.7385,1015.5029,4.4695,6.3071,0.3823,1.877,4.49,2.245,2.245,2368.0108,1057.1173,2.7102,3.1809,-0.7587,1.877,4.49,2.245,2.245,2377.4171,1042.2421,5.7481,3.2468,0.0738,1.877,4.49,2.245,2.245,-1.0
4.4,2368.3435,1001.4016,1.3368,-2.7065,0.1636,4,9,6.5,2.5,2387.6284,1038.0178,6.2282,3.4011,0.0209,1.877,4.49,2.245,2.245,2361.5618,1014.8826,4.4711,6.3566,0.375,1.877,4.49,2.245,2.245,2367.7166,1057.229,2.7258,3.0552,-0.8271,1.877,4.49,2.245,2.245,2377.6941,1042.0654,5.7498,3.2958,0.1231,1.877,4.49,2.245,2.245,-1.0
4.5,2368.2807,1001.1384,1.316,-2.6885,0.1798,4,9,6.5,2.5,2387.9861,1037.9899,6.1938,3.4045,0.0352,1.877,4.49,2.245,2.245,2361.3831,1014.2589,4.4712,6.3902,0.3634,1.877,4.49,2.245,2.245,2367.4279,1057.3438,2.7495,2.9647,-0.8656,1.877,4.49,2.245,2.245,2377.9775,1041.8941,5.7506,3.3141,0.1585,1.877,4.49,2.245,2.245,-1.0
4.6,2368.213,1000.8782,1.2944,-2.6686,0.1984,4,9,6.5,2.5,2388.3441,1037.9491,6.1592,3.4172,0.047,1.877,4.49,2.245,2.245,2361.2032,1013.6308,4.4725,6.4197,0.3452,1.877,4.49,2.245,2.245,2367.1509,1057.4657,2.777,2.8649,-0.8877,1.877,4.49,2.245,2.245,2378.2662,1041.7304,5.7521,3.3255,0.1843,1.877,4.49,2.245,2.245,-1.0
4.699999999999999,2368.1402,1000.6215,1.2721,-2.647,0.216,4,9,6.5,2.5,2388.7044,1037.9021,6.1262,3.4334,0.0606,1.877,4.49,2.245,2.245,2361.0227,1012.9991,4.4765,6.4336,0.3237,1.877,4.49,2.245,2.245,2366.8873,1057.6018,2.8039,2.859,-0.9048,1.877,4.49,2.245,2.245,2378.5587,1041.57,5.7541,3.3416,0.1973,1.877,4.49,2.245,2.245,-1.0
4.799999999999999,2368.0622,1000.3685,1.249,-2.6237,0.2329,4,9,6.5,2.5,2389.0665,1037.8497,6.0949,3.4556,0.0759,1.877,4.49,2.245,2.245,2360.8504,1012.368,4.4816,6.4326,0.3032,1.877,4.49,2.245,2.245,2366.6248,1057.7342,2.8258,2.759,-0.9112,1.877,4.49,2.245,2.245,2378.8497,1041.4016,5.7575,3.3436,0.2017,1.877,4.49,2.245,2.245,-1.0
4.899999999999999,2367.9793,1000.1196,1.2251,-2.5991,0.2466,4,9,6.5,2.5,2389.4282,1037.787,6.0652,3.4626,0.0908,1.877,4.49,2.245,2.245,2360.6848,1011.7423,4.4851,6.434,0.2821,1.877,4.49,2.245,2.245,2366.3634,1057.8571,2.8469,2.6976,-0.9026,1.877,4.49,2.245,2.245,2379.1396,1041.2257,5.7612,3.3346,0.2012,1.877,4.49,2.245,2.245,-1.0
4.999999999999998,2367.8912,999.8751,1.2006,-2.5729,0.2621,4,9,6.5,2.5,2389.7901,1037.71,6.0376,3.4788,0.1082,1.877,4.49,2.245,2.245,2360.521,1011.1203,4.4884,6.4444,0.2599,1.877,4.49,2.245,2.245,2366.0999,1057.9648,2.8672,2.6021,-0.8804,1.877,4.49,2.245,2.245,2379.4293,1041.0465,5.7636,3.3658,0.2068,1.877,4.49,2.245,2.245,-1.0
5.099999999999998,2367.7981,999.6352,1.1745,-2.5452,0.2768,4,9,6.5,2.5,2390.1504,1037.6125,6.0112,3.5036,0.1292,1.877,4.49,2.245,2.245,2360.3599,1010.4937,4.49,6.4626,0.2382,1.877,4.49,2.245,2.245,2365.8424,1058.036,2.8888,2.4648,-0.8486,1.877,4.49,2.245,2.245,2379.7197,1040.8686,5.767,3.3648,0.2235,1.877,4.49,2.245,2.245,-1.0
5.1999999999999975,2367.6999,999.4004,1.1478,-2.5318,0.1341,4,9,6.5,2.5,2390.5089,1037.4958,5.9866,3.5197,0.147,1.877,4.49,2.245,2.245,2360.1997,1009.8586,4.4902,6.4933,0.221,1.877,4.49,2.245,2.245,2365.6013,1058.0828,2.911,2.3779,-0.8126,1.877,4.49,2.245,2.245,2380.0147,1040.696,5.7714,3.4112,0.2542,1.877,4.49,2.245,2.245,-1.0
5.299999999999997,2367.5959,999.1695,1.1203,-2.5165,0.153,4,9,6.5,2.5,2390.8657,1037.3659,5.9632,3.5469,0.1618,1.877,4.49,2.245,2.245,2360.0396,1009.2125,4.4908,6.5132,0.2134,1.877,4.49,2.245,2.245,2365.3714,1058.1291,2.9309,2.3445,-0.7631,1.877,4.49,2.245,2.245,2380.3124,1040.5229,5.7751,3.4546,0.2998,1.877,4.49,2.245,2.245,-1.0
5.399999999999997,2367.4864,998.943,1.0919,-2.4994,0.1712,4,9,6.5,2.5,2391.2269,1037.2358,5.9397,3.5892,0.1766,1.877,4.49,2.245,2.245,2359.8782,1008.5611,4.492,6.522,0.2154,1.877,4.49,2.245,2.245,2365.1438,1058.1721,2.9467,2.3288,-0.7006,1.877,4.49,2.245,2.245,2380.612,1040.3413,5.7792,3.5509,0.3564,1.877,4.49,2.245,2.245,-1.0
5.4999999999999964,2367.3712,998.7212,1.0628,-2.4805,0.1886,4,9,6.5,2.5,2391.5941,1037.1126,5.9177,3.6427,0.1892,1.877,4.49,2.245,2.245,2359.7148,1007.9114,4.4941,6.5391,0.2273,1.877,4.49,2.245,2.245,2364.9169,1058.2175,2.9623,2.282,-0.6208,1.877,4.49,2.245,2.245,2380.9198,1040.1508,5.7826,3.6475,0.4161,1.877,4.49,2.245,2.245,-1.0
5.599999999999996,2367.2505,998.5044,1.033,-2.46,0.2053,4,9,6.5,2.5,2391.9598,1036.9835,5.8989,3.6308,0.1988,1.877,4.49,2.245,2.245,2359.5504,1007.2637,4.4954,6.576,0.2474,1.877,4.49,2.245,2.245,2364.6877,1058.2631,2.9796,2.306,-0.5236,1.877,4.49,2.245,2.245,2381.2419,1039.9572,5.7852,3.766,0.4769,1.877,4.49,2.245,2.245,-1.0
5.699999999999996,2367.1245,998.2932,1.0025,-2.4378,0.2213,4,9,6.5,2.5,2392.3217,1036.8385,5.8824,3.6543,0.2081,1.877,4.49,2.245,2.245,2359.3832,1006.6153,4.4979,6.6308,0.2711,1.877,4.49,2.245,2.245,2364.4504,1058.3088,2.9975,2.3481,-0.4024,1.877,4.49,2.245,2.245,2381.58,1039.7624,5.7876,3.8783,0.5351,1.877,4.49,2.245,2.245,-1.0
5.799999999999995,2366.9933,998.0877,0.9714,-2.4142,0.2366,4,9,6.5,2.5,2392.6804,1036.6802,5.8661,3.6867,0.2167,1.877,4.49,2.245,2.245,2359.2198,1005.9594,4.4997,6.6782,0.2962,1.877,4.49,2.245,2.245,2364.2055,1058.3531,3.0148,2.4,-0.2663,1.877,4.49,2.245,2.245,2381.9282,1039.5658,5.7902,3.9536,0.5886,1.877,4.49,2.245,2.245,-1.0
